,Model,diff_Imax,diff_Tmax,diff_Ifinal,diff_Cfinal,diff_Iosc,diff_Cosc
0,SP,0.0,0.0,0.0,0.0,0.0,0.0
1,SP,-1.5039153687999938e-06,-0.12505210504376763,-6.177980700857695e-10,5.53971702829308e-10,0.0,0.0
2,SP,-3.0205667312999725e-06,-0.12505210504376763,-3.0600188085825183e-09,-4.2732670165823635e-09,0.0,0.0
3,SP,-4.564468188199993e-06,-0.12505210504376763,1.372677738587542e-10,-1.5765457932015698e-09,0.0,0.0
4,SP,-6.127017690199976e-06,-0.25010421008753525,3.823408180097452e-10,8.282054346864444e-12,0.0,0.0
5,SP,-7.71123084299997e-06,-0.25010421008753525,7.07711993125907e-11,-1.6362148577151487e-10,0.0,0.0
6,SP,-9.323559569499994e-06,-0.3751563151313029,-5.108150436106695e-09,-7.080060962903903e-09,0.0,0.0
7,SP,-1.0950531229700008e-05,-0.3751563151313029,-1.7090677839986628e-09,-2.265338895892741e-09,0.0,0.0
8,SP,-1.2609953548599903e-05,-0.3751563151313029,-5.325066312554862e-09,-7.294769109922542e-09,0.0,0.0
9,SP,-1.4285333128799993e-05,-0.5002084201750723,-3.957318645062023e-09,-4.908704035954877e-09,0.0,0.0
10,SP,-1.599257651439996e-05,-0.5002084201750723,-5.165311414492771e-09,-7.280711382503876e-09,0.0,0.0
11,SP,-1.7720336717399988e-05,-0.6252605252188399,-1.3693887806821303e-09,-1.6419277826228354e-09,0.0,0.0
12,SP,-1.947928471429997e-05,-0.6252605252188399,-3.2139163856860792e-09,-4.253474109993477e-09,0.0,0.0
13,SP,-2.1259321291599914e-05,-0.7503126302626093,-6.305446697946174e-10,-5.798261514990375e-10,0.0,0.0
14,SP,-2.307278686810004e-05,-0.7503126302626093,-2.2708177654052566e-09,-3.0201359673489522e-09,0.0,0.0
15,SP,-2.4907940609400058e-05,-0.8753647353063769,-1.221158631151161e-09,-1.4533741066259202e-09,0.0,0.0
16,SP,-2.6780566259599985e-05,-0.8753647353063769,-1.9919083697748422e-09,-2.5222602840461092e-09,0.0,0.0
17,SP,-2.8671458914299977e-05,-1.0004168403501428,-2.7065640437468887e-09,-3.5099454664592812e-09,0.0,0.0
18,SP,-3.05999993757e-05,-1.125468945393914,-2.6519919683084326e-09,-3.430998933595688e-09,0.0,0.0
19,SP,-3.255626741340001e-05,-1.125468945393914,-2.5564842087503243e-09,-3.295429311509953e-09,0.0,0.0
20,SP,-3.45422203229999e-05,-1.2505210504376816,-3.635900220383653e-09,-5.08872658025398e-09,0.0,0.0
21,SP,-3.6565602340600046e-05,-1.3755731554814492,-3.870988860118733e-09,-5.306545780161741e-09,0.0,0.0
22,SP,-3.861498973959992e-05,-1.3755731554814492,-3.7890910816503896e-09,-5.292520556477302e-09,0.0,0.0
23,SP,-4.069508571580001e-05,-1.5006252605252204,-4.2492269630022544e-09,-5.809281282481129e-09,0.0,0.0
24,SP,-4.281508588079995e-05,-1.625677365568988,-1.70779505284672e-09,4.4855317909515185e-10,0.0,0.0
25,SP,2.0534642765100046e-05,0.6252605252188417,-3.476382644086614e-09,-4.763134387644954e-09,0.0,0.0
26,SP,1.9194993633400107e-05,0.6252605252188417,6.418170470094644e-09,7.999525023688143e-09,0.0,0.0
27,SP,1.783395351210009e-05,0.6252605252188417,6.676599445966794e-09,8.334533955488695e-09,0.0,0.0
28,SP,1.645558344819998e-05,0.500208420175074,-3.0130451289119954e-11,-4.708555367044059e-10,0.0,0.0
29,SP,1.5062776935200026e-05,0.500208420175074,-4.3082023226959703e-10,-1.8108374916718388e-09,0.0,0.0
30,SP,1.3646158371299986e-05,0.500208420175074,1.3551611765040808e-09,1.4873525431359968e-09,0.0,0.0
31,SP,1.22068086414e-05,0.37515631513130465,4.313112574238956e-09,5.2991568431096926e-09,0.0,0.0
32,SP,1.0755053998100033e-05,0.37515631513130465,-3.3614648870305165e-09,-4.632757212336285e-09,0.0,0.0
33,SP,9.27729029060007e-06,0.37515631513130465,-2.291701586752654e-09,-3.269012641272821e-09,0.0,0.0
34,SP,7.775294926000084e-06,0.250104210087537,-7.474501952787178e-09,-1.0014827261594214e-08,0.0,0.0
35,SP,6.259504694000021e-06,0.250104210087537,-4.4547638927752805e-09,-6.0327619792414314e-09,0.0,0.0
36,SP,4.715322780000073e-06,0.250104210087537,4.953340251928786e-09,6.098399655942534e-09,0.0,0.0
37,SP,3.1462232810000124e-06,0.12505210504376763,-4.126364486362517e-09,-5.646498106228292e-09,0.0,0.0
38,SP,1.5592889158000736e-06,0.12505210504376763,-2.397458628604663e-09,-3.436318471358764e-09,0.0,0.0
39,SP,-5.9166727500031824e-08,0.12505210504376763,6.811355525475027e-10,6.276377683294425e-10,0.0,0.0
40,SP,-1.6976567416000614e-06,0.0,-2.555413489996641e-09,-3.731681113732577e-09,0.0,0.0
41,SP,-3.363490485199915e-06,0.0,-2.527709616629933e-09,-3.5894093615610387e-09,0.0,0.0
42,SP,-5.060108995899961e-06,-0.12505210504376763,-3.803618593792987e-09,-5.274884179181414e-09,0.0,0.0
43,SP,-6.776949720199948e-06,-0.12505210504376763,-3.6179651187643872e-09,-4.920778422501177e-09,0.0,0.0
44,SP,-8.531067733099935e-06,-0.12505210504376763,1.3430316986598137e-09,1.4530474912928174e-09,0.0,0.0
45,SP,-1.0304730824899988e-05,-0.25010421008753525,1.3993005334299094e-09,1.525524337681358e-09,0.0,0.0
46,SP,-1.2116534150000005e-05,-0.25010421008753525,-2.270127196451852e-09,-3.202563637412243e-09,0.0,0.0
47,SP,-1.3952514974999945e-05,-0.3751563151313029,-4.605548141259603e-09,-6.615020334772395e-09,0.0,0.0
48,SP,-1.5826672547000005e-05,-0.3751563151313029,3.301931224969048e-09,3.981566472661834e-09,0.0,0.0
