,Model,diff_Imax,diff_Tmax,diff_Ifinal,diff_Cfinal,diff_Iosc,diff_Cosc
0,PA,0.0,0.0,0.0,0.0,0.0,0.0
1,PA,-0.003788942564205297,-0.3750937734433677,-0.0019720555203499024,-0.002236898731600906,0.0,0.0
2,PA,-0.007299188896017508,-0.7501875468867212,-0.0038360047999603103,-0.004358811796830397,0.0,0.0
3,PA,-0.010560913073880893,-1.000250062515633,-0.005601139675015604,-0.0063749945927669,0.0,0.0
4,PA,-0.013601036477201803,-1.3753438359589865,-0.0072756475920333075,-0.00829367594573921,0.0,0.0
5,PA,-0.01644153886344761,-1.6254063515878983,-0.008866812668991406,-0.010122233614793003,0.0,0.0
6,PA,-0.019102561053901998,-1.87546886721681,-0.010381118911158213,-0.011867279426110211,0.0,0.0
7,PA,-0.02160124364524811,-2.1255313828457076,-0.011824373532885707,-0.01353477707849561,0.0,0.0
8,PA,-0.023952345858037002,-2.3755938984746194,-0.013201787844427007,-0.015130112234900711,0.0,0.0
9,PA,-0.0261691414095631,-2.6256564141035312,-0.014518059013250206,-0.016658161551830905,0.0,0.0
10,PA,-0.028262944192980796,-2.750687671917987,-0.01577741259442031,-0.018123355339110706,0.0,0.0
11,PA,-0.030244231233259602,-3.0007501875468847,-0.016983702196819606,-0.0195297280573406,0.0,0.0
12,PA,-0.0321224056292127,-3.2508127031757965,-0.018140412274331608,-0.020880963584702594,0.0,0.0
13,PA,-0.0339051881909027,-3.3758439609902524,-0.01925072278612821,-0.022180433022898405,0.0,0.0
14,PA,-0.035600240388995605,-3.62590647661915,-0.020317532757628112,-0.023431225382855414,0.0,0.0
15,PA,-0.037213889686753404,-3.750937734433606,-0.02134349713516881,-0.024636180664672505,0.0,0.0
16,PA,-0.0387523183985415,-3.875968992248062,-0.022331050617614305,-0.025797913505091905,0.0,0.0
17,PA,-0.0402204203356686,-4.126031507876974,-0.023282430410956206,-0.026918835542775507,0.0,0.0
18,PA,-0.0416233963379031,-4.2510627656914295,-0.02419969827236121,-0.02800117655687151,0.0,0.0
19,PA,-0.04296564322303101,-4.376094023505871,-0.025084753340069113,-0.02904699894157771,0.0,0.0
20,PA,-0.044251088102603295,-4.626156539134783,-0.02593935492055341,-0.03005821800804001,0.0,0.0
21,PA,-0.0454831988054937,-4.751187796949239,-0.02676512754690341,-0.031036608043790104,0.0,0.0
22,PA,-0.0466655276422208,-4.876219054763695,-0.0275635810919779,-0.03198382428075161,0.0,0.0
23,PA,-0.047801113216192806,-5.001250312578151,-0.028336117157221306,-0.03290140657258331,0.0,0.0
24,PA,-0.0488927520523739,-5.126281570392607,-0.029084038925863906,-0.033790790425681005,0.0,0.0
25,PA,0.1345188132092578,-13.628407101775444,0.0240716068344978,0.026594147171916882,2.0,2.0
26,PA,0.12474523137998748,-14.12853213303326,0.021385813350171798,0.02369529926529519,1.0,1.0
27,PA,0.11565445427778027,-14.628657164291077,0.018853084784448096,0.020945243002316094,1.0,1.0
28,PA,0.10719767945288801,-15.00375093773443,0.016460028477897598,0.01833247746198409,1.0,1.0
29,PA,0.09931582805550769,-15.378844711177791,0.014194672539479286,0.01584648488878619,1.0,1.0
30,PA,0.0919609163443575,-15.753938484621152,0.012046508288255903,0.013477892130830199,1.0,1.0
31,PA,0.0850871334587802,-16.129032258064512,0.010006170652613194,0.011218225262159182,1.0,1.0
32,PA,0.07865368273484881,-16.379094773693424,0.008065245565607795,0.009059766255618495,1.0,1.0
33,PA,0.0726238281864814,-16.754188547136785,0.006216247427112395,0.006995564631101486,1.0,1.0
34,PA,0.06696073014577898,-17.004251062765697,0.0044524146359865985,0.0050192814737057,1.0,1.0
35,PA,0.061633614492063685,-17.2543135783946,0.002767656092135695,0.0031251436955885836,1.0,1.0
36,PA,0.0566181876863434,-17.629407351837962,0.0011564659647007869,0.0013078838829491957,1.0,1.0
37,PA,0.051886421519027795,-17.879469867466867,-0.0003861372049731998,-0.0004373339201824977,1.0,1.0
38,PA,0.04741570788187151,-18.12953238309578,-0.0018646928014031117,-0.0021149012804947964,1.0,1.0
