,Model,diff_Imax,diff_Tmax,diff_Ifinal,diff_Cfinal,diff_Iosc,diff_Cosc
0,PA,0.0,0.0,0.0,0.0,0.0,0.0
1,PA,-0.0016147645408531863,-0.1250312578144559,-0.0017461865039627156,-0.00353118160029825,0.0,-1.0
2,PA,-0.003307277416450094,-0.2500625156289047,-0.0033984664958843225,-0.006888483693193614,0.0,-1.0
3,PA,-0.0050805731647394214,-0.3750937734433606,-0.005002081629220612,-0.010118029698897413,-1.0,-2.0
4,PA,-0.006937770319917491,-0.5001250312578165,-0.006571657722884899,-0.013257731702121689,-1.0,-2.0
5,PA,-0.008881909662667775,-0.6251562890722688,-0.008108318119651625,-0.016328144412988854,-2.0,-2.0
6,PA,-0.010916172469523144,-0.7501875468867212,-0.009609973002774608,-0.019338060308415783,-2.0,-3.0
7,PA,-0.013043666798366993,-0.8752188047011771,-0.011074972955380014,-0.022290328983052055,-2.0,-3.0
8,PA,-0.015260639544379062,-0.8752188047011771,-0.012503259746284218,-0.02518590638375917,-2.0,-3.0
9,PA,-0.017573541269939486,-1.0002500625156294,-0.013895832890114701,-0.02802521783221773,-2.0,-3.0
10,PA,-0.01998682670964602,-1.1252813203300818,-0.015253926642806198,-0.030809200347905463,-3.0,-4.0
11,PA,-0.022503153397615994,-1.2503125781445377,-0.01657919814996542,-0.03353899961834833,-3.0,-4.0
12,PA,-0.025125147159940853,-1.37534383595899,-0.01787320688664712,-0.0362161108979811,-3.0,-4.0
13,PA,-0.0278553501347788,-1.5003750937734388,-0.019137388431848507,-0.03884192296428929,-3.0,-4.0
14,PA,-0.030685107592376415,-1.5003750937734388,-0.020373112782834213,-0.041417960940863974,-3.0,-4.0
15,PA,-0.0336191381137938,-1.6254063515878947,-0.021581560620410695,-0.04394571416929688,-3.0,-4.0
16,PA,-0.036664737885640064,-1.750437609402347,-0.022763947021987196,-0.04642657652195942,-4.0,-4.0
17,PA,-0.03982350933273382,-1.875468867216803,-0.0239212833313025,-0.048861907592055775,-4.0,-5.0
18,PA,-0.04309677915080479,-2.000500125031259,-0.0250546019023484,-0.05125303801977771,-4.0,-5.0
19,PA,-0.04646681796564078,-2.000500125031259,-0.026164821497709795,-0.053601215529575086,-4.0,-5.0
20,PA,-0.0499418907782363,-2.1255313828457076,-0.027252814954916105,-0.05590765539316983,-4.0,-5.0
21,PA,-0.05353004114167459,-2.250562640660167,-0.028319416121826202,-0.058173531530670175,-4.0,-5.0
22,PA,-0.05723157274578805,-2.3755938984746194,-0.029365402273896696,-0.060399965834478875,-4.0,-5.0
23,PA,-0.06103008341235794,-2.3755938984746194,-0.030391504158055027,-0.06258804174521176,-4.0,-5.0
24,PA,-0.06491690211373158,-2.5006251562890682,-0.031398425572358696,-0.06473881102662155,-4.0,-5.0
25,PA,0.003152332434573024,0.0,0.005584047283591381,0.01079433736708052,1.0,0.0
26,PA,0.0017368649769283762,-0.1250312578144559,0.0036530042120312967,0.006988576323082085,1.0,0.0
27,PA,0.0002543907144235691,-0.2500625156289047,0.001893205974843104,0.003419619696145515,0.0,-1.0
28,PA,-0.0012977270568560462,-0.3750937734433606,0.00020619231648830172,3.869591659011462e-05,0.0,-1.0
29,PA,-0.0029223305783656617,-0.5001250312578165,-0.0014474872969381103,-0.003219939283666484,-1.0,-2.0
30,PA,-0.0046222310255849,-0.6251562890722688,-0.003073906696111822,-0.006399087074087595,-1.0,-2.0
31,PA,-0.00639917910203347,-0.6251562890722688,-0.004668063902360825,-0.009517844203010106,-1.0,-2.0
32,PA,-0.008250946107227874,-0.7501875468867212,-0.006225055616958103,-0.012581712041199455,-2.0,-2.0
33,PA,-0.010185135759200992,-0.8752188047011771,-0.007742234926209096,-0.015590526947262373,-2.0,-3.0
34,PA,-0.012204541595068008,-1.0002500625156294,-0.009219818158968995,-0.018543485582472985,-2.0,-3.0
35,PA,-0.014311891422428058,-1.1252813203300818,-0.010658840068833109,-0.02144017675306581,-2.0,-3.0
36,PA,-0.016509985382991754,-1.2503125781445377,-0.012061333125271717,-0.024281330065048234,-3.0,-3.0
