,Model,diff_Imax,diff_Tmax,diff_Ifinal,diff_Cfinal,diff_Iosc,diff_Cosc
0,PA,0.0,0.0,0.0,0.0,0.0,0.0
1,PA,-0.0006539652340796787,0.0,-0.0012099361822858201,-0.002384576536712535,0.0,0.0
2,PA,-0.0013358756982584374,0.0,-0.00237385505801202,-0.00474644508646227,-1.0,-1.0
3,PA,-0.002033375345560584,-0.1250312578144559,-0.003491082034375703,-0.007074873260862757,-1.0,-1.0
4,PA,-0.002759746715498168,-0.1250312578144559,-0.004565243257558804,-0.009364115981199905,-1.0,-1.0
5,PA,-0.0035055003057905543,-0.25006251562890647,-0.005601046265573395,-0.011612348896330893,-1.0,-1.0
6,PA,-0.004278639548166985,-0.25006251562890647,-0.006602469870621797,-0.013819985676937097,-1.0,-1.0
7,PA,-0.005077249772549419,-0.37509377344336237,-0.007572618735225689,-0.015988299397538208,-2.0,-2.0
8,PA,-0.005899511687421977,-0.37509377344336237,-0.008513993242286633,-0.018118789115597167,-2.0,-2.0
9,PA,-0.006756138904185804,-0.5001250312578147,-0.009428341531170392,-0.02021293023727222,-2.0,-2.0
10,PA,-0.0076299103677216484,-0.5001250312578147,-0.010317248533301793,-0.022271871533107612,-2.0,-2.0
11,PA,-0.008540673460347814,-0.5001250312578147,-0.011182125746004301,-0.02429688463954749,-2.0,-2.0
12,PA,-0.00947800924803488,-0.6251562890722688,-0.012024217490659017,-0.026288823772056658,-2.0,-2.0
13,PA,-0.0104447369469024,-0.6251562890722688,-0.0128446375574654,-0.02824866787838376,-2.0,-2.0
14,PA,-0.011452294279901576,-0.6251562890722688,-0.013644442493063014,-0.030177280853521782,-2.0,-2.0
15,PA,-0.012477735099996057,-0.750187546886723,-0.014424632332598886,-0.0320754647794087,-2.0,-3.0
16,PA,-0.013545820830486721,-0.750187546886723,-0.015186053481227813,-0.033944012216429176,-3.0,-3.0
17,PA,-0.01464910189141888,-0.8752188047011753,-0.01592963870944153,-0.03578364120880595,-3.0,-3.0
18,PA,-0.01578011851227168,-0.8752188047011753,-0.016656149499795825,-0.03759508064837258,-3.0,-3.0
19,PA,-0.016958178315148342,-0.8752188047011753,-0.017366337596007198,-0.03937902327050813,-3.0,-3.0
20,PA,-0.018165043566430006,-1.0002500625156294,-0.01806090438968222,-0.041136144513966855,-3.0,-3.0
21,PA,-0.01941044944772896,-1.0002500625156294,-0.018740491907364376,-0.04286712207174215,-3.0,-3.0
22,PA,-0.020707272960385437,-1.0002500625156294,-0.01940573182161892,-0.04457247151607513,-3.0,-3.0
23,PA,-0.022025963482652955,-1.1252813203300835,-0.020057191025801502,-0.046252899708060236,-3.0,-3.0
24,PA,-0.023394299052020062,-1.1252813203300835,-0.020695389977416934,-0.04790898431571855,-3.0,-3.0
25,PA,0.0007703565296711679,0.0,0.003261388374871499,0.006334928963708464,0.0,0.0
26,PA,0.00015083862166909157,0.0,0.0019494647802901222,0.0038929859746498208,0.0,0.0
27,PA,-0.0004943632471410275,-0.1250312578144559,0.0006837456658639884,0.0014646767199499866,0.0,0.0
28,PA,-0.0011535746778948974,-0.1250312578144559,-0.0005290858965429912,-0.0009364737857917582,-1.0,-1.0
29,PA,-0.0018405864263496552,-0.1250312578144559,-0.0016913861653670703,-0.003300848263400824,-1.0,-1.0
30,PA,-0.002544021736624935,-0.25006251562890647,-0.0028082390780462263,-0.0056241278623697655,-1.0,-1.0
31,PA,-0.0032744242498495835,-0.25006251562890647,-0.0038849094421967156,-0.00790551859846067,-1.0,-1.0
32,PA,-0.004026866621705705,-0.37509377344336237,-0.004925521459372473,-0.010146037001230068,-1.0,-1.0
33,PA,-0.004802782677524542,-0.37509377344336237,-0.005933180420171491,-0.012347257616449503,-2.0,-2.0
34,PA,-0.005609051182653979,-0.5001250312578147,-0.00691034021849507,-0.014510646538104188,-2.0,-2.0
35,PA,-0.006432631904813135,-0.5001250312578147,-0.007858876341115706,-0.01663770017943067,-2.0,-2.0
36,PA,-0.007290717168195515,-0.5001250312578147,-0.008780437843780686,-0.018729540705918035,-2.0,-2.0
37,PA,-0.008171548189006894,-0.6251562890722688,-0.00967646048361942,-0.02078725219661659,-2.0,-2.0
38,PA,-0.009081348357433683,-0.6251562890722688,-0.01054825272727511,-0.022811858234344173,-2.0,-2.0
39,PA,-0.01002773988072525,-0.750187546886723,-0.01139711216504019,-0.024804122766011627,-2.0,-2.0
40,PA,-0.010991440989138623,-0.750187546886723,-0.012224097806262824,-0.026764928115074915,-2.0,-2.0
41,PA,-0.011995162132479753,-0.750187546886723,-0.013030311989458476,-0.028695057672855517,-2.0,-3.0
42,PA,-0.013029825205470136,-0.8752188047011753,-0.01381676496602191,-0.03059524557031834,-3.0,-3.0
43,PA,-0.014091569919364999,-0.8752188047011753,-0.01458436007966113,-0.032466241446985844,-3.0,-3.0
44,PA,-0.015197199751844082,-0.8752188047011753,-0.015333939922567708,-0.034308742560195005,-3.0,-3.0
45,PA,-0.01632784279031363,-1.0002500625156294,-0.016066333962840518,-0.03612348609866767,-3.0,-3.0
46,PA,-0.01749551157794027,-1.0002500625156294,-0.0167822919339774,-0.03791099752770288,-3.0,-3.0
47,PA,-0.018711020266197198,-1.0002500625156294,-0.017482504773124796,-0.03967205362751691,-3.0,-3.0
48,PA,-0.019945547724364965,-1.1252813203300835,-0.018167633499627023,-0.04140722522545981,-3.0,-3.0
49,PA,-0.02122705472885167,-1.1252813203300835,-0.018838298249533925,-0.0431171218219224,-3.0,-3.0
50,PA,0.0014631752588226687,0.0,0.006748547235101043,0.012744168946462131,0.0,0.0
51,PA,0.0008744322685565464,0.0,0.005329765118368079,0.01025081606069711,0.0,0.0
52,PA,0.00026242268697318494,-0.1250312578144559,0.003951990263025618,0.007764792979399693,0.0,0.0
53,PA,-0.0003633512760324864,-0.1250312578144559,0.0026308125631219204,0.00529784974551073,0.0,-1.0
54,PA,-0.0010152363411803922,-0.1250312578144559,0.0013680761336806735,0.0028626831304137124,-1.0,-1.0
55,PA,-0.0016813148188035143,-0.25006251562890647,0.00015878414966469245,0.00046695598128065896,-1.0,-1.0
56,PA,-0.002373614794703771,-0.25006251562890647,-0.001003119337217695,-0.0018865413642009665,-1.0,-1.0
57,PA,-0.0030853510158754816,-0.37509377344336237,-0.002123028566103413,-0.004197967766882527,-1.0,-1.0
58,PA,-0.0038199844309948494,-0.37509377344336237,-0.0032051227371279745,-0.006468805829918045,-1.0,-2.0
59,PA,-0.004581899449467852,-0.5001250312578147,-0.004252358737785289,-0.008700646077820062,-2.0,-2.0
60,PA,-0.005360810510191549,-0.5001250312578147,-0.005267199716769977,-0.010894964606930846,-2.0,-2.0
61,PA,-0.0061720212241255235,-0.5001250312578147,-0.006251624094756714,-0.013053199431392937,-2.0,-2.0
62,PA,-0.007003144477960466,-0.6251562890722688,-0.00720733283922903,-0.015176343674378479,-2.0,-2.0
63,PA,-0.00786232649354468,-0.6251562890722688,-0.008135883529557908,-0.017265414114179145,-2.0,-2.0
64,PA,-0.008754657519917775,-0.750187546886723,-0.009038754643280633,-0.01932123841136235,-2.0,-2.0
65,PA,-0.009663788509033377,-0.750187546886723,-0.009917221377371,-0.02134469498671232,-2.0,-2.0
66,PA,-0.010610318258082008,-0.750187546886723,-0.010772584559361809,-0.0233365442808231,-2.0,-2.0
67,PA,-0.011584701851248713,-0.8752188047011753,-0.011605940737953402,-0.025297549256910412,-3.0,-3.0
68,PA,-0.012584951469425287,-0.8752188047011753,-0.012418376239832385,-0.02722842517540469,-3.0,-3.0
69,PA,-0.013626148879516076,-0.8752188047011753,-0.013210922909800693,-0.029129908597604448,-3.0,-3.0
70,PA,-0.014689899797856842,-1.0002500625156294,-0.013984486327436818,-0.0310026737678899,-3.0,-3.0
71,PA,-0.01578853451940543,-1.0002500625156294,-0.014739925330230774,-0.032847383559386656,-3.0,-3.0
72,PA,-0.016931838003207855,-1.0002500625156294,-0.015478061841917024,-0.03466470083146922,-3.0,-3.0
73,PA,-0.01809243028952312,-1.1252813203300835,-0.016199644340808728,-0.036455249575783055,-3.0,-3.0
74,PA,-0.019296810250270635,-1.1252813203300835,-0.016905378936381,-0.038219644564346233,-3.0,-3.0
75,PA,0.0020897315207655254,0.0,0.010484164594929124,0.019212515577006206,0.0,0.0
76,PA,0.0015286399823860597,0.0,0.008952920023536481,0.016665373770116676,0.0,0.0
77,PA,0.0009461624555983095,-0.1250312578144559,0.007454142032689071,0.014129466153208536,0.0,0.0
78,PA,0.0003503997086217181,-0.1250312578144559,0.006012197592236812,0.01160591097609065,0.0,0.0
79,PA,-0.0002699677989338456,-0.1250312578144559,0.0046350493477188,0.009107231870836285,-1.0,-1.0
80,PA,-0.0009028660939419675,-0.25006251562890647,0.003320266469351796,0.006644184768643258,-1.0,-1.0
81,PA,-0.0015610057694687152,-0.25006251562890647,0.002061232537060198,0.0042221598416071204,-1.0,-1.0
82,PA,-0.0022366323303288915,-0.37509377344336237,0.0008514870901221716,0.0018425035837312809,-1.0,-1.0
83,PA,-0.0029342852147913323,-0.37509377344336237,-0.00031437037232617815,-0.0004956987128963419,-1.0,-1.0
84,PA,-0.0036568995901165025,-0.5001250312578147,-0.0014402213903100258,-0.0027940016635896736,-1.0,-2.0
85,PA,-0.004395832327057092,-0.5001250312578147,-0.0025292449279062934,-0.005054071795762449,-2.0,-2.0
86,PA,-0.005165100378610066,-0.5001250312578147,-0.0035836687886581786,-0.007277134968466825,-2.0,-2.0
87,PA,-0.005952231332125857,-0.6251562890722688,-0.004605732981171229,-0.009464488744025723,-2.0,-2.0
88,PA,-0.006766154895015863,-0.6251562890722688,-0.005597228394348175,-0.011617062924026977,-2.0,-2.0
89,PA,-0.007610678212497168,-0.750187546886723,-0.006559789818458228,-0.013735720408902363,-2.0,-2.0
90,PA,-0.008471050671761127,-0.750187546886723,-0.007495014679436585,-0.015821253473401464,-2.0,-2.0
91,PA,-0.009366482333173054,-0.750187546886723,-0.008404417318825907,-0.017874416949973715,-2.0,-2.0
92,PA,-0.010287600814318232,-0.8752188047011753,-0.009289264015803989,-0.019895952950987894,-2.0,-3.0
93,PA,-0.011232938955001992,-0.8752188047011753,-0.010150854623738104,-0.021886580856698923,-3.0,-3.0
94,PA,-0.012216633972216728,-0.8752188047011753,-0.010990345914186017,-0.023847000141440367,-3.0,-3.0
95,PA,-0.013221233259557263,-1.0002500625156294,-0.011808804736599232,-0.025777887520892495,-3.0,-3.0
