,Model,diff_Imax,diff_Tmax,diff_Ifinal,diff_Cfinal,diff_Iosc,diff_Cosc
0,SP,0.0,0.0,0.0,0.0,0.0,0.0
1,SP,-0.00039660361397597654,0.0,-0.015318818750365976,-0.009777447692840835,-1.0,0.0
2,SP,-0.0008081921456634111,0.0,-0.06861757489242537,0.04572729390800667,-1.0,0.0
3,SP,-0.0012356406604092651,0.0,-0.1814620740324407,0.021703871063543656,-2.0,-1.0
4,SP,-0.0016799115701582323,0.0,-0.20768909910765748,0.3447883373236994,-3.0,-2.0
5,SP,-0.0021420182886781047,0.0,-0.2639230381326653,0.40490686116205776,-5.0,-5.0
6,SP,-0.0026231308478006365,0.0,-0.26392304200816713,0.4094943753249438,-5.0,-5.0
7,SP,-0.0031244882507608374,0.0,-0.26392304198806404,0.4094944667681967,-5.0,-5.0
8,SP,-0.0036474372824798484,0.0,-0.2639230451936937,0.40949445359355596,-5.0,-5.0
9,SP,-0.004193453273814485,0.0,-0.2639230478292303,0.4094944680795234,-5.0,-5.0
10,SP,-0.004764149578603605,0.0,-0.2639230343963155,0.4094944671189781,-5.0,-5.0
11,SP,-0.0053612757364310815,0.0,-0.2639230412622809,0.40949449939973503,-5.0,-5.0
12,SP,-0.005986805743549151,0.0,-0.26392304624501384,0.40949452442507417,-5.0,-5.0
13,SP,-0.006642881989598726,0.0,-0.2639230465093119,0.4094944815485354,-5.0,-5.0
14,SP,-0.007331874373596281,0.0,-0.2639230446288455,0.409494491054616,-5.0,-5.0
15,SP,-0.008056408008157656,0.0,-0.2639230418712038,0.4094944735098508,-5.0,-5.0
16,SP,-0.008819403207366516,0.0,-0.2639230497857335,0.4094944911274393,-5.0,-5.0
17,SP,-0.009624108220180005,0.0,-0.26392304301500097,0.4094944341264447,-5.0,-5.0
18,SP,-0.010474157676424678,0.0,-0.2639230398971404,0.4094944576772058,-5.0,-5.0
19,SP,-0.011373628245428091,0.0,-0.26392304392180876,0.4094944568493185,-5.0,-5.0
